Url,PRODUCT URL-href,Product name,product Description ,product price ,ASIN,MANUFACTURERS ,RATING,NUMBER OF REVIEWS
Safari Arc Polyester Duffle Bags for Travel 55 cm 2 Wheel Luggage (Red),https://www.amazon.in/Safari-Duffle-Travel-Luggage-Trolley/dp/B097JJXL9K/ref=sr_1_131?crid=2M096C61O4MLT&keywords=bags&qid=1688637610&sprefix=ba%2Caps%2C283&sr=8-131,Safari Arc Polyester Duffle Bags for Travel 55 cm 2 Wheel Luggage (Red),"1,299","HIGH QUALITY FABRIC: Our lightweight yet durable luggage duffel bag are made of 100% polyester. This spacious travel bag for men and women  can be used for road trip, short tour.     CAPACITY: (40 liters; Weight: 1900 grams; Dimensions: 26 cms x 31 cms x 55 cms (LxWxH)). Our fancy double compartment spacious bags help you organize your stuff and makes your travelling comfortable     FRONT POCKET: Our trendy unisex bag  has a large front storage pocket that helps you organise your stuff neatly and easy to access     Features: Polyester fabric, Trolley with 2 wheels, Shoulder strap, Cushion handle and Side pocket Our smooth maneuverable two wheel travel bag gives you a feel of trolley bag and has a extendable handle to make strolling easy for you     WARRANTY: All of our bags are made in India come with 1-year International Warranty against manufacturing defects",3.9,359 ratings,B097JJXL9K,Safari
product url,product url-href,product name,product price,product description ,rating ,number of reviews,ASIN,Manufacturer 
"Tabelito® NEXA 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook. (GREY)",https://www.amazon.in/Tabelito-NEXA-Backpack-Business-Compartment/dp/B0C2D3YR7T/ref=sr_1_132?crid=2M096C61O4MLT&keywords=bags&qid=1688637304&sprefix=ba%2Caps%2C283&sr=8-132,"Tabelito® NEXA 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook. (GREY)",,"Care Instructions: Hand Wash Only     The front and side zipper compartments of the backpack make it simple to store items like tablets, diaries, pens, pencils, smartphones, cards, change and other small items. The backpack's side pockets make it easy to carry along tiny goods like mini umbrellas and water bottles.     MADE IN INDIA - This ""MAKE IN INDIA"" laptop bag for men has 2 front zip pockets, 2 side bottle pockets, and 1 huge zipped section. For men, women, boys, and girls, this bag works great for the office, school, and college. In fact, it's the ideal all-purpose backpack for men, school bags for girls and boys, college bags for girls and boys and workplace bags for unisex     LAPTOP BACKPACK SPECIFICATIONS - Men's NEXA Laptop Backpack; Compartment Size: Up to 15.6 Inches. 30 litres is the capacity. 15 x 11.5 x 3 inches in size.     NEXA padded laptop backpack with internal organiser and sleeve that can handle up to 15.6"" laptops. Compatible laptops include those made by HP, Lenovo, Acer, ASUS, and Dell. Your keys, cords, office supplies, and other valuables can be neatly organised inside the organiser to avoid theft.     The Tabelito Casual Backpack is entirely produced in India and goes through strict quality inspections and tests. Water Resistant Material: The material has an advanced IPX4 coating that prevents water from penetrating from any angle.     The backpack features a 30L capacity and a padded laptop pocket that fits a 15.6 inch laptop. Additional necessities that can fit within are a lunchbox, charger, tablet, books, power bank, wallet, and sunglasses.",4.7,59 ratings,NEXA,B0C2D3YR7T
"Genie Miami Laptop Backpack for Women, 16 inches Office Bag, Sky Blue Stylish and Trendy Bag for Office and College",https://www.amazon.in/Genie-Miami-litres-Casual-Backpack/dp/B07SRGGGNC/ref=sr_1_131?crid=2M096C61O4MLT&keywords=bags&qid=1688637304&sprefix=ba%2Caps%2C283&sr=8-131,"Genie Miami Laptop Backpack for Women, 16 inches Office Bag, Sky Blue Stylish and Trendy Bag for Office and College",,"Outer Material : Nylon, Color: Pink, Water Resistant     Dimensions: 29.5x41.5x14.5 cm (LxWxH), Capacity: 18 Litres, Number of compartments: 1, Laptop Compatibility: Yes, Laptop Size: 15.6 inch     Warranty: 12 months manufacturer warranty, Weight: 405 gms     Quick Access Front Pocket, One side Pocket, Fully Lined     Feather Light",4.2,"1,436 ratings",MIAMI16CBROS,B07SRGGGNC
"Safari Seek 32 Ltrs Overnighter Travel Laptop Backpack (Blue), Water Resistant Spacious Bag for Travelling and Camping, All-Purpose Bag for Business & Leisure",https://www.amazon.in/Safari-Overnighter-Resistant-Travelling-All-Purpose/dp/B097JM98M1/ref=sr_1_130?crid=2M096C61O4MLT&keywords=bags&qid=1688637304&sprefix=ba%2Caps%2C283&sr=8-130,"Safari Seek 32 Ltrs Overnighter Travel Laptop Backpack (Blue), Water Resistant Spacious Bag for Travelling and Camping, All-Purpose Bag for Business & Leisure",,"Care Instructions: Hand Wash Only     SPACIOUS AND LIGHTWEIGHT: Super spacious laptop overnighter comes with a large suitcase compartment which can efficiently accommodate your clothes and other essential utilities required for 1-2 days stay. The bag comes with a separate compartment compatible with a laptop and a tablet.     HIGH QUALITY PREMIUM FABRIC: Made of 100% polyester and water resistant fabric, the material used is lightweight yet highly durable. This heavy duty fabric is perfect for all types of travel needs.     COMPRESSION STRAPS & SHOULDER SUPPORT: With heavy-duty, durable compression straps & buckles user can immediately restrict the movement of items inside the bag providing comfort while carrying the bag. Padded shoulder straps provide comfort during prolonged use.     BREATHABLE BACK SUPPORT: Seek is equipped with premium quality air mesh in its back panel - A premium quality back air mesh made for maximum aeration, that prevents overheating & provides ulltimate comfort.     Large backpack, overnighter, large laptop backpack, weekend bag, backpack for short travel, all in one backpack",4.3,148 ratings,SEEK35L21OBBLU,B097JM98M1
Asus ROG BP1501 39.62 cm (15.6-inch) Gaming Laptop Backpack (Black),https://www.amazon.in/BP1501-15-6-inch-Gaming-Laptop-Backpack/dp/B081RLHHCY/ref=sr_1_129?crid=2M096C61O4MLT&keywords=bags&qid=1688637304&sprefix=ba%2Caps%2C283&sr=8-129,Asus ROG BP1501 39.62 cm (15.6-inch) Gaming Laptop Backpack (Black),,"Stylish, gaming-inspired design with the cyber-text pattern and ROG Logo. Material : Polyester     Quick-access exterior pocket for your essential accessories     Generous 16L interior for easy transport of an up 15.6-inch laptop     It also features Ghost chain for better security, Large air mesh back & Luggage strap",,,,
Puma Unisex Gym Bag IND,https://www.amazon.in/PUMA-Gym-Bag-IND-Fig-CASTLEROCK/dp/B089T98TKG/ref=sr_1_128?crid=2M096C61O4MLT&keywords=bags&qid=1688637304&sprefix=ba%2Caps%2C283&sr=8-128,Puma Unisex Gym Bag IND,,Care Instructions: Hand Wash Only     Style Name:-Backpack     Model Name:-Gym Bag IND II     Brand Color:-Fig-CASTLEROCK     Dimensions:-40 x 20 x 20 cm     Material:-Polyester,4,460 ratings,7837402,B089T98TKG
American Tourister Spin 49 cms Teal Laptop Backpack,https://www.amazon.in/American-Tourister-FS0-11-001/dp/B07S13P8BW/ref=sr_1_127?crid=2M096C61O4MLT&keywords=bags&qid=1688637304&sprefix=ba%2Caps%2C283&sr=8-127,American Tourister Spin 49 cms Teal Laptop Backpack,,"Care Instructions: Hand Wash Only     Outer Material: Polyester, Color: Teal ; Ideal For: Men ; Laptop Sleeve: Yes ; With Rain Cover: No ; Pattern: Printed     Capacity: 29 liters; Weight: 500 grams; Dimensions: 33 cms x 28 cms x 49 cms (LxWxH)     Number of compartments: 2     Laptop Compatibility: Yes, Laptop Size: 15.4 inch , Strap Type: Adjustable     Warranty type: Manufacturer; 1 year manufacturer warranty is non-transferable and valid for 1 year from the original date of purchase     Internal Organizer in the front for secure placement & easy access of all your essentials",4,"1,477 ratings",FS0 (0) 11 001,B07S13P8BW
"FUR JADEN 40L Weekender Travel Laptop Backpack with Anti Theft Pocket, Organizer, 15.6 Inch Padded Laptop Sleeve and Dual Handles",https://www.amazon.in/Weekender-Travel-Backpack-Organizer-Handles/dp/B0B34WJK3X/ref=sr_1_126?crid=2M096C61O4MLT&keywords=bags&qid=1688637304&sprefix=ba%2Caps%2C283&sr=8-126,"FUR JADEN 40L Weekender Travel Laptop Backpack with Anti Theft Pocket, Organizer, 15.6 Inch Padded Laptop Sleeve and Dual Handles",,"Care Instructions: Hand Wash Only     Style: Stay organized all day with this durable and lightweight backpack from Fur Jaden. This 40L large sized weekender back pack is a stylish and functional accessory for men & women. Suitable for working professionals, college and school.     Anti Theft Pocket: This backpack comes with an anti-theft pocket on the back to store your valuable documents, wallets, keys and other smaller essentials while travelling.     Ergonomic Design: This large sized backpack has been designed to ensure equal weight distribution on your shoulders along with padded shoulder straps and breathable air mesh on the back.     Dimension: 50 CM (L) x 30 CM (W) x 25 CM (D). Storage Capacity: 40L. Weight: 600 Grams     Warranty: 1 Year Manufacturer Warranty",4.3,726 ratings,BM84,B0B34WJK3X
Lavie Women's Nova Tote Bag | Ladies Purse Handbag,https://www.amazon.in/YuvKuz-TM-Infocus-Digitizer-Assembly/dp/B07MXNWTB2/ref=sr_1_125?crid=2M096C61O4MLT&keywords=bags&qid=1688637304&sprefix=ba%2Caps%2C283&sr=8-125,Lavie Women's Nova Tote Bag | Ladies Purse Handbag,,"Lavie Malnov tote is a stylish offering for ladies. It is durable, light weight and super spacious. Made from vegan leather, this large hand bag comes in Herringbone, Woven and Croco texture pattern at the front.     Woven Texture- 45 cm in length x 12 cm in width x 35 cm in height     Malnov hand bag has a top zip closure for safety and comfort. The interior has 2 slip pockets along with 1 zip pocket providing plenty of storage space for keeping phone, portable charger, keys, hairbrush, wallet, sunglasses, sanitizer and a pair of clothes.     This latest tote is perfect for women to carry for a weekend getaway or even a day at the mall for shopping. It can be paired with formal pants & blazer as well as with a basic crop top and jeans. This spacious and sturdy bag makes for a perfect gift for all your occasions.     The bag has a well stitched inner lining and high quality zippers for easy accessibility and storage.",4.2,"7,882 ratings",HEFQ217019M4,B07MXNWTB2
Gear Vintage2 28L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Navy,https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH0501/dp/B07G4HH78P/ref=sr_1_122?crid=2M096C61O4MLT&keywords=bags&qid=1688637304&sprefix=ba%2Caps%2C283&sr=8-122,Gear Vintage2 28L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Navy,,"Care Instructions: Hand Wash Only     Outer material: Synthetic, color: navy; Waterproof     Capacity: 28 liters; Weight: 600 grams; Dimensions: 48 cms x 33 cms x 18 cms (LxWxH)     Number of compartments: 2     Laptop compatibility: Yes, laptop size: 16strap type: adjustable     Pocket Description: Utility Pocket; Style Name: Traditional Backpacks; Closure Type: Zipper; Age Range Description: Adult; Special Features: Back Padding     Concealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,3 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot .",4.4,"3,286 ratings",LBPVG2LTH0501,B07G4HH78P
Safari Sheild 26 Ltrs Water Resistant Casual Backpack - (SHEILD19CBBLK),https://www.amazon.in/Safari-Sheild-Resistant-Casual-Backpack/dp/B09B26T7KQ/ref=sr_1_121?crid=2M096C61O4MLT&keywords=bags&qid=1688637304&sprefix=ba%2Caps%2C283&sr=8-121,Safari Sheild 26 Ltrs Water Resistant Casual Backpack - (SHEILD19CBBLK),,"100% Polyester, High Quality, Durable and Water Resistant Fabric     Front storage pocket keeps smaller items neatly organized and easy to access     Mesh pockets on both sides to accommodate your water bottle and umbrella     Mesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defects     Special Features: Lightweight; Closure Type: Zipper; Age Range Description: Adult",3.9,"1,071 ratings",SHEILD19CBBLU,B09B26T7KQ
Half Moon Valex Unisex School Bag/Laptop Backpack/College Bagpack/Office Back Packed | Laptop Bag for Men & Women | School Bags for Boys & Girls with Small Pockets & Laptop Compartment,https://www.amazon.in/Half-Moon-Laptop-Bag-Compartment/dp/B0C1NZLF67/ref=sr_1_120?crid=2M096C61O4MLT&keywords=bags&qid=1688637304&sprefix=ba%2Caps%2C283&sr=8-120,Half Moon Valex Unisex School Bag/Laptop Backpack/College Bagpack/Office Back Packed | Laptop Bag for Men & Women | School Bags for Boys & Girls with Small Pockets & Laptop Compartment,,"Trendy Design: The Laptop bag for men features a unique, trendy design that makes it stand out from other laptop backpacks. It's perfect for individuals who want to express their style while carrying their laptop.     Secure Laptop Compartment: The 17-inch padded compartment in laptop backpack for men / Laptop bag for men provides secure storage for your device. The padding ensures that your laptop is protected from scratches and bumps while you're on the move.     Front Pockets: The small pockets in College Bags for men / College bag for women in Second Compartment provide easy access to smaller items like your phone, wallet, and keys. These pockets are convenient and ensure that you don't have to dig through the main compartment to find what you need.     Strong Built: The Laptop bag for men is built with strong zippers and stitching that can withstand daily wear and tear. This ensures that your belongings are kept safe and secure in college bag for girls and the backpack for men can hold up to daily use.     Comfortable to Wear: The Laptop bag for men / backpack for men is designed for maximum comfort. The padded shoulder straps and back panel provide added comfort, reducing strain on your back and shoulders while carrying the laptop backpack. This makes it easy to wear the backpack for extended periods of time, whether you're commuting to work or school or going on a trip.",3.9,48 ratings,Laptop Bag,B0C1NZLF67
"URBAN TRIBE Havana Laptop Backpack for Men & Women | Laptop Bag 15.6 inch | Office Work/Casual/College Bag | Black, 27L",https://www.amazon.in/Urban-Tribe-Laptop-Backpack-Havana/dp/B01LXNNFDF/ref=sr_1_119?crid=2M096C61O4MLT&keywords=bags&qid=1688637304&sprefix=ba%2Caps%2C283&sr=8-119,"URBAN TRIBE Havana Laptop Backpack for Men & Women | Laptop Bag 15.6 inch | Office Work/Casual/College Bag | Black, 27L",,"Laptop Compatibility: Yes, Laptop size: 15.6 inches     Outer Material: Polyester, Color: Black     Water Resistance: Water resistant     Dimensions: 33 cms x 17.5 cms x 47 cms (LxWxH)     Warranty type: Manufacturer; 12 months warranty against manufacturing defects",3.9,773 ratings,B01LXNNFDF,Backpack International Pvt Ltd
"STRABO Cooper for Boys Girls Stylish Men and Women Casual 15"" inch 25L CANVAS Laptop BACKPACK | Office, College, Travel Bag",https://www.amazon.in/STRABO-Cooper-Laptop-Bag-Capacity/dp/B0BX9SVT1D/ref=sr_1_118?crid=2M096C61O4MLT&keywords=bags&qid=1688637304&sprefix=ba%2Caps%2C283&sr=8-118,"STRABO Cooper for Boys Girls Stylish Men and Women Casual 15"" inch 25L CANVAS Laptop BACKPACK | Office, College, Travel Bag",,One Main compartment and Laptop Compartment with front pocket & 2 side bottle sleeves     Dimensions 45 x 32 x 17 cm     Capacity 20L     Premium YKK zippers,4.3,40 ratings,Cooper_Khaki,B0BX9SVT1D
Genie,https://www.amazon.in/Genie-Ltrs-School-Backpack-SPRAY19SBBLU/dp/B07QFF2RZR/ref=sr_1_117?crid=2M096C61O4MLT&keywords=bags&qid=1688637304&sprefix=ba%2Caps%2C283&sr=8-117,Genie,,"Outer Material: Nylon, Color: Blue; Water resistant     Capacity: 36 liters; Weight: 665 grams; Dimensions: 48 cms x 33 cms x 23 cms (LxWxH)     Number of compartments: 3     Laptop Compatibility: NoStrap Type: Ergonomic     Special Features: Back Padding; Age Range Description: Kid; Pocket Description: Utility Pocket; Closure Type: Zipper     3 Main Compartment, 2 External Pocket, 2 Side Stash Pockets, Back Padded Mesh",4.1,"1,541 ratings",SPRAY19SBBLU,B07QFF2RZR
Martucci Large 35 L Backpack Spacy Unisex/College/School/Travel Backpack with Rain Cover and Reflective Strip,https://www.amazon.in/Martucci-Laptop-Backpack-College-Reflective/dp/B0B7DT6HY3/ref=sr_1_116?crid=2M096C61O4MLT&keywords=bags&qid=1688637304&sprefix=ba%2Caps%2C283&sr=8-116,Martucci Large 35 L Backpack Spacy Unisex/College/School/Travel Backpack with Rain Cover and Reflective Strip,,"SPACIOUS AND LIGHTWEIGHT: Light weight and spacious 35L Laptop backpack 2 Main Compartment and 2 Front Pocket with Two Side Water Bottle Pocket. <br>     COMFORT WITH QUALITY: This casual Bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Barracks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all boys, girls, men and women. <br>     PREMIUM FABRIC : Polyester, Closure Type: Zipper, Gender: Unisex Size: 46 cm X 33 cm X 20cm.; BACK SUPPORT: Air Mash foam padding to prevent sweating when you use the bag & to help you lift heavy objects easily. <br>     OTHER FEATURES: Laptop Compartment (can carry laptops of size 15.6 & 17 inches), Reflective Strip makes it very useful for Bike Riders at Night. <br>     Water Resistance Level: Waterproof; Pattern Name: Self Design; Age Range Description: Adult; Pocket Description: Utility Pocket <br>",4,"1,196 ratings",Pro-35L-Black_Acq,B0B7DT6HY3
Wildcraft 44 Ltrs Casual Backpack (11629-Wolf_Blue),https://www.amazon.in/Wildcraft-Wolf_Blu-Casual-Backpack-11629-Wolf_Blu/dp/B079DFHYHP/ref=sr_1_115_mod_primary_new?crid=2M096C61O4MLT&keywords=bags&qid=1688637304&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=8-115,Wildcraft 44 Ltrs Casual Backpack (11629-Wolf_Blue),,"Outer Material: Nylon, Color: Wolf_Blu     Capacity: 44 liters; Dimensions: 10.5 inches x 13.5 inches x 19 inches (LxWxH)     Number of compartments: 3     Warranty type: Manufacturer; 5 years manufacturer warranty is non-transferable and valid for 5 years from the original date of purchase",4.4,772 ratings,B079DFHYHP,Wildcraft
product url,product url-href,product name ,product price,product description ,rating,number reviews,ASIN,Manufacturer 
Genie Plaids 19 Maroon Backpack Collection,https://www.amazon.in/Genie-Plaids-Latest-Backpack-Collection/dp/B0893ZWXQJ/ref=sr_1_148?crid=2M096C61O4MLT&keywords=bags&qid=1688637610&sprefix=ba%2Caps%2C283&sr=8-148,Genie Plaids 19 Maroon Backpack Collection,"1,149","Care Instructions: Hand Wash Only     Outer Material : Nylon Colour : BlUE The backpack is LIGHT WEIGHT yet strong enough to hold your supplies.; Dimensions (in cms): 48X33X23 Capacity: 36 Litres Weight: 510 grams Fully Lined for extra strength WATER RESISTANT : YES Warranty: 12 months manufacturer warranty     NUMBER OF COMPARTMENTS : 3 Spacious compartment to keep your essentials like textbooks, stationary, lunchbox etc. TWO SIDE POCKET : The backpack provides 2 exterior side pocket for holding water bottle,clipping pens or pencil or storing other items.     ERGONOMIC BACK & SHOULDER STRAPS that gives extra spine and shoulder support and helps in minimizing the load     Closure Type: Zipper; Lining Description: Polyester; Special Features: Lightweight; Age Range Description: Kid",4.2,297 ratings,B0893ZWXQJ,Safari
Half Moon Large 37L Laptop Bag Backpack for men? Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BHX7GY16/ref=sr_1_147?crid=2M096C61O4MLT&keywords=bags&qid=1688637610&sprefix=ba%2Caps%2C283&sr=8-147,Half Moon Large 37L Laptop Bag Backpack for men? Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,849,"This lightweight and spacious laptop bag with 3 compartments contains a dedicated 360 degree protected laptop compartment (up to 17""), so you can you can transport your tech with peace of mind. A Spacious second compartment for essentials like books and files, and a third compartment for extra items. Also features padded shoulder straps and side pockets for water bottles.     Carry your books and belongings with ease with this comfortable and durable bagpack! Featuring wide, padded, and adjustable shoulder straps and a padded back, this backpack can handle even heavy loads. Made with strong yet lightweight polyester fabric and heavy-duty zippers, it's built to last. Plus, it comes with a rain cover, perfect for those rainy school or college days.     Make a statement on your next trip with our smart and stylish backpack! With a trendy and athletic design, this multipurpose backpack is the perfect combination of style and adventure. Your trips, travel experience cannot get completed without this amazing trekking backpack.     Experience enduring and long-lasting performance with our backpack! Made with highly durable material, this backpack is suitable for all weather conditions, including heavy rains and extreme heat. It not only keeps your belongings safe but also resists damage to itself. So, don't settle for anything less.     FEATURES: Rain Cover, upto 17 inch Laptop compartment, Internal Organiser(Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc",3.9,"3,066 ratings",B0BHX7GY16,Amazing Bags
Lavie Women's Nova Tote Bag | Ladies Purse Handbag,https://www.amazon.in/YuvKuz-TM-Infocus-Digitizer-Assembly/dp/B07MXNWTB2/ref=sr_1_146?crid=2M096C61O4MLT&keywords=bags&qid=1688637610&sprefix=ba%2Caps%2C283&sr=8-146,Lavie Women's Nova Tote Bag | Ladies Purse Handbag,937,"Lavie Malnov tote is a stylish offering for ladies. It is durable, light weight and super spacious. Made from vegan leather, this large hand bag comes in Herringbone, Woven and Croco texture pattern at the front.     Woven Texture- 45 cm in length x 12 cm in width x 35 cm in height     Malnov hand bag has a top zip closure for safety and comfort. The interior has 2 slip pockets along with 1 zip pocket providing plenty of storage space for keeping phone, portable charger, keys, hairbrush, wallet, sunglasses, sanitizer and a pair of clothes.     This latest tote is perfect for women to carry for a weekend getaway or even a day at the mall for shopping. It can be paired with formal pants & blazer as well as with a basic crop top and jeans. This spacious and sturdy bag makes for a perfect gift for all your occasions.     The bag has a well stitched inner lining and high quality zippers for easy accessibility and storage.",4.2,"7,882 ratings",B07MXNWTB2,Bagzone Lifestyle Pvt Ltd
Skybags Unisex Grey Jacqard 34L Laptop Bags,https://www.amazon.in/Skybags-Unisex-Grey-Jacqard-Laptop/dp/B09ZV9SLBJ/ref=sr_1_145?crid=2M096C61O4MLT&keywords=bags&qid=1688637610&sprefix=ba%2Caps%2C283&sr=8-145,Skybags Unisex Grey Jacqard 34L Laptop Bags,"1,009","Care Instructions: Hand Wash Only     Ideal for a working professional travelling to work by bus, train, ola/uber/cab etc. Laptop compatibility & professional looking backpack",3.8,54 ratings,B09ZV9SLBJ,"VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India"
FUR JADEN 15.6 Anti Theft Laptop Backpack with USB Charging Port Unisex Bag for College Office Suitable for Men Women,https://www.amazon.in/FUR-JADEN-Waterproof-Charging-BM25_Grey/dp/B07FM9BSKW/ref=sr_1_144?crid=2M096C61O4MLT&keywords=bags&qid=1688637610&sprefix=ba%2Caps%2C283&sr=8-144,FUR JADEN 15.6 Anti Theft Laptop Backpack with USB Charging Port Unisex Bag for College Office Suitable for Men Women,749,"KEY FEATURES - Grey Colour Laptop Backpack for Men and Women for Stylish Office use as well as for Trendy College students. Huge compartment size that can fit upto a 15.6 inch Laptop with ease. Multiple pockets for other accessories.     Charging On the Go - Now charge your phone on the go while travelling without the hassle of holding the bulky power bank in your pocket or in your hand. Simple Connect your Powerbank to the wire inside the Bag and leave it in the bag. When you want to charge your phone, just connect your phone charger to the bag and your phone will start charging. IMPORTANT NOTE: We do NOT provide Free Portable Charger with the Bag     Anti Theft Design - This backpack by Fur Jaden has anti theft design where zipper of the main pocket is hidden at the back. No thief, intruder or robber can find a way to open the backpack, making this totally theft proof. There are secret pockets on the shoulder strap and on the sides of the bag allowing us to keep travel documents, boarding pass, credit cards, mobile phone, earphones etc.     Essence of Fur Jaden - We craft signature Laptop Backpacks and Casual Backpacks that are young, vibrant and fashionable, and yet a celebration of timeless style, luxe and sophistication. We strive to make thoughtful designs that are high on aesthetics as well as on utility and functionality.     WARRANTY- 6 Month Manufacturer Warranty. 100% Genuine Fur Jaden Men products, 10 days No Question asked replacement guarantee from the date of delivery.",4,"6,102 ratings",Fur Jaden,15-Jul-18
DAHSHA Stylish Nylon Sling Cross Body Travel Bag for Business Office Messenger One Side Shoulder Carry Handbag Bag For Men & Women (35X18x25 CM-grey),https://www.amazon.in/DAHSHA-Multipurpose-Travel-Duffel-13X7x11-inch/dp/B07GCLJTZF/ref=sr_1_143?crid=2M096C61O4MLT&keywords=bags&qid=1688637610&sprefix=ba%2Caps%2C283&sr=8-143,DAHSHA Stylish Nylon Sling Cross Body Travel Bag for Business Office Messenger One Side Shoulder Carry Handbag Bag For Men & Women (35X18x25 CM-grey),695,"Material Type : Nylon     Weight : 700 Gm ;Dimension : 35X18x25 CM(LxWxH) ADJUSTABLE STRAP : Belt length- 130CM.     Special Features - Messenger Bag zippered pockets (2 front side, 1 inner pocket, 2 main compartment)this Bag can be use as Tiffin bag.     Special Features - Messenger Bag zippered pockets (2 front side, 1 inner pocket, 2 main compartment)this Bag can be use as Tiffin bag.     Please Note : This Bag is Small and Use as a Tiffin or Lunch Bag as well as There is a Little Difference Between Photos and Reality in Bag     Disclaimer:To analyze the size accurately, kindly read the dimension and check with any scale available to you before placing order.",3.9,413 ratings,DAHSHA Enterprise,10-Aug-18
Wildcraft Work Packs'18 21 Ltrs Black Laptop Backpack (Streak Plus),https://www.amazon.in/Wildcraft-Packs18-Laptop-Backpack-Streak/dp/B07FC4D9B5/ref=sr_1_142?crid=2M096C61O4MLT&keywords=bags&qid=1688637610&sprefix=ba%2Caps%2C283&sr=8-142,Wildcraft Work Packs'18 21 Ltrs Black Laptop Backpack (Streak Plus),"1,534","Outer Material: Fabric, Color: Black; Water resistant     Capacity: 21 liters; Weight: 480 grams; Dimensions: 18 inches x 13 inches x 5 inches (LxWxH)     Number of compartments: 2     Laptop Compatibility: Yes, Laptop Size: 15 inches     Pocket Description: Utility Pocket; Closure Type: Zipper; Age Range Description: Adult; Style Name: Traditional Backpacks; Special Features: Laptop Compartment; Lining Description: Nylon     Fits upto 15"",Side mesh pocket for water bottle",4.4,"1,959 ratings",Wildcraft,07-Jul-18
"Sfane Polyester 9.05 Black Men & Women Trendy Black Sports Duffle Gym Bag, Shoulder Bag",https://www.amazon.in/Sfane-Women-Trendy-Black-Duffel/dp/B07GCR84D9/ref=sr_1_141?crid=2M096C61O4MLT&keywords=bags&qid=1688637610&sprefix=ba%2Caps%2C283&sr=8-141,"Sfane Polyester 9.05 Black Men & Women Trendy Black Sports Duffle Gym Bag, Shoulder Bag",327,"Premium Durable Material - This bag is made of high quality,durable material.     Multi-Purpose & Any Occasions - Perfect Duffle Bag for hiking, family holiday, vacation, sports, a short trip, gym, work, beach, used as a overnight bag, a short journey bag, a weekender bag, gym bag, sports duffel bag.",4.2,"1,213 ratings",Sfane,10-Aug-18
AmazonBasics - Casual Backpack/Office Bag/ for a 15.6-inch Laptop,https://www.amazon.in/AmazonBasics-Casual-Backpack-Office-15-6-inch/dp/B09W4VMZ79/ref=sr_1_138?crid=2M096C61O4MLT&keywords=bags&qid=1688637610&sprefix=ba%2Caps%2C283&sr=8-138,AmazonBasics - Casual Backpack/Office Bag/ for a 15.6-inch Laptop,699,"Gift your shoulders and back the comfort of the AmazonBasics - Casual Backpack/Office Bag     It has 2 large compartments and 2 side pockets     Well-padded interior that keeps your laptop safe     Enough space for your other daily essentials like chargers, wallet, power bank, etc.     Compact and sleek design     Well-cushioned shoulder straps     Dimensions: LxWXH: 47 X 33 X 15 cm     Weight: 0.460 grams       
                 › See more product details",,,,
